,Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
7708,DENW059,'18.09.2021 06:00',20,-,17,sehr gut
7709,DENW059,'18.09.2021 07:00',20,0.4,14,sehr gut
7710,DENW059,'18.09.2021 08:00',20,0.8,16,sehr gut
7711,DENW059,'18.09.2021 09:00',19,4,17,sehr gut
7712,DENW059,'18.09.2021 10:00',19,8,20,sehr gut
7713,DENW059,'18.09.2021 11:00',19,14,23,gut
7714,DENW059,'18.09.2021 12:00',20,22,33,gut
7715,DENW059,'18.09.2021 13:00',20,46,27,gut
7716,DENW059,'18.09.2021 14:00',20,72,17,gut
7717,DENW059,'18.09.2021 15:00',20,84,13,gut
7718,DENW059,'18.09.2021 16:00',20,86,16,gut
7719,DENW059,'18.09.2021 17:00',20,88,13,gut
7720,DENW059,'18.09.2021 18:00',20,55,32,gut
7721,DENW059,'18.09.2021 19:00',20,23,52,mäßig
7722,DENW059,'18.09.2021 20:00',20,34,50,mäßig
7723,DENW059,'18.09.2021 21:00',19,23,-,sehr gut
7724,DENW059,'18.09.2021 22:00',19,38,40,gut
7725,DENW059,'18.09.2021 23:00',19,32,24,gut
7726,DENW059,'18.09.2021 24:00',18,51,14,sehr gut
7727,DENW059,'19.09.2021 01:00',18,31,17,sehr gut
7728,DENW059,'19.09.2021 02:00',18,24,10,sehr gut
7729,DENW059,'19.09.2021 03:00',17,13,13,sehr gut
7730,DENW059,'19.09.2021 04:00',17,14,14,sehr gut
7731,DENW059,'19.09.2021 05:00',17,19,11,sehr gut
7732,DENW059,'19.09.2021 06:00',16,13,12,sehr gut
7733,DENW059,'19.09.2021 07:00',16,-,10,sehr gut
7734,DENW059,'19.09.2021 08:00',15,12,14,sehr gut
7735,DENW059,'19.09.2021 09:00',15,19,12,sehr gut
7736,DENW059,'19.09.2021 10:00',14,30,5,sehr gut
7737,DENW059,'19.09.2021 11:00',14,38,3,sehr gut
7738,DENW059,'19.09.2021 12:00',13,52,2,sehr gut
7739,DENW059,'19.09.2021 13:00',12,60,2,sehr gut
7740,DENW059,'19.09.2021 14:00',12,62,3,gut
7741,DENW059,'19.09.2021 15:00',11,64,2,gut
7742,DENW059,'19.09.2021 16:00',11,66,2,gut
7743,DENW059,'19.09.2021 17:00',10,64,3,gut
7744,DENW059,'19.09.2021 18:00',10,62,4,gut
7745,DENW059,'19.09.2021 19:00',10,57,5,sehr gut
7746,DENW059,'19.09.2021 20:00',9,49,9,sehr gut
7747,DENW059,'19.09.2021 21:00',9,35,16,sehr gut
7748,DENW059,'19.09.2021 22:00',8,12,-,sehr gut
7749,DENW059,'19.09.2021 23:00',8,27,18,sehr gut
7750,DENW059,'19.09.2021 24:00',8,35,13,sehr gut
7751,DENW059,'20.09.2021 01:00',8,42,6,sehr gut
7752,DENW059,'20.09.2021 02:00',8,42,7,sehr gut
7753,DENW059,'20.09.2021 03:00',8,39,7,sehr gut
7754,DENW059,'20.09.2021 04:00',8,32,13,sehr gut
7755,DENW059,'20.09.2021 05:00',8,23,19,sehr gut
7756,DENW059,'20.09.2021 06:00',8,22,18,sehr gut
7757,DENW059,'20.09.2021 07:00',9,22,19,sehr gut
7758,DENW059,'20.09.2021 08:00',9,-,24,gut
7759,DENW059,'20.09.2021 09:00',9,14,26,gut
7760,DENW059,'20.09.2021 10:00',10,39,14,sehr gut
7761,DENW059,'20.09.2021 11:00',9,47,12,sehr gut
7762,DENW059,'20.09.2021 12:00',9,51,9,sehr gut
7763,DENW059,'20.09.2021 13:00',10,57,7,sehr gut
7764,DENW059,'20.09.2021 14:00',10,58,8,sehr gut
7765,DENW059,'20.09.2021 15:00',10,64,6,gut
7766,DENW059,'20.09.2021 16:00',11,65,6,gut
7767,DENW059,'20.09.2021 17:00',11,57,13,sehr gut
7768,DENW059,'20.09.2021 18:00',11,51,14,sehr gut
7769,DENW059,'20.09.2021 19:00',11,13,38,gut
7770,DENW059,'20.09.2021 20:00',11,26,31,gut
7771,DENW059,'20.09.2021 21:00',12,34,24,gut
7772,DENW059,'20.09.2021 22:00',12,32,22,gut
7773,DENW059,'20.09.2021 23:00',12,36,-,sehr gut
7774,DENW059,'20.09.2021 24:00',12,46,26,gut
7775,DENW059,'21.09.2021 01:00',12,38,13,sehr gut
7776,DENW059,'21.09.2021 02:00',12,43,11,sehr gut
7777,DENW059,'21.09.2021 03:00',12,39,13,sehr gut
7778,DENW059,'21.09.2021 04:00',12,29,14,sehr gut
7779,DENW059,'21.09.2021 05:00',12,23,17,sehr gut
7780,DENW059,'21.09.2021 06:00',13,18,21,gut
7781,DENW059,'21.09.2021 07:00',13,6,36,gut
7782,DENW059,'21.09.2021 08:00',12,5,41,mäßig
7783,DENW059,'21.09.2021 09:00',12,6,38,gut
7784,DENW059,'21.09.2021 10:00',13,31,26,gut
7785,DENW059,'21.09.2021 11:00',13,45,18,sehr gut
7786,DENW059,'21.09.2021 12:00',13,58,12,sehr gut
7787,DENW059,'21.09.2021 13:00',13,65,9,gut
7788,DENW059,'21.09.2021 14:00',13,71,8,gut
7789,DENW059,'21.09.2021 15:00',13,75,7,gut
7790,DENW059,'21.09.2021 16:00',13,76,9,gut
7791,DENW059,'21.09.2021 17:00',13,74,12,gut
7792,DENW059,'21.09.2021 18:00',12,66,16,gut
7793,DENW059,'21.09.2021 19:00',12,40,33,gut
7794,DENW059,'21.09.2021 20:00',13,7,52,mäßig
7795,DENW059,'21.09.2021 21:00',13,1,58,mäßig
7796,DENW059,'21.09.2021 22:00',13,0.7,63,mäßig
7797,DENW059,'21.09.2021 23:00',13,0.7,57,mäßig
7798,DENW059,'21.09.2021 24:00',13,-,-,sehr gut
7799,DENW059,'22.09.2021 01:00',13,-,33,gut
7800,DENW059,'22.09.2021 02:00',14,0.6,30,gut
7801,DENW059,'22.09.2021 03:00',14,0.5,25,gut
7802,DENW059,'22.09.2021 04:00',13,-,24,gut
7803,DENW059,'22.09.2021 05:00',13,0,19,sehr gut
7804,DENW059,'22.09.2021 06:00',13,-,19,sehr gut
7805,DENW059,'22.09.2021 07:00',13,-,21,gut
7806,DENW059,'22.09.2021 08:00',13,0,18,sehr gut
7807,DENW059,'22.09.2021 09:00',13,1,19,sehr gut
7808,DENW059,'22.09.2021 10:00',13,5,21,gut
7809,DENW059,'22.09.2021 11:00',13,10,24,gut
7810,DENW059,'22.09.2021 12:00',14,16,32,gut
7811,DENW059,'22.09.2021 13:00',14,39,29,gut
7812,DENW059,'22.09.2021 14:00',14,61,26,gut
7813,DENW059,'22.09.2021 15:00',15,70,34,gut
7814,DENW059,'22.09.2021 16:00',16,82,29,gut
7815,DENW059,'22.09.2021 17:00',16,77,30,gut
7816,DENW059,'22.09.2021 18:00',17,56,38,gut
7817,DENW059,'22.09.2021 19:00',17,23,57,mäßig
7818,DENW059,'22.09.2021 20:00',17,4,68,mäßig
7819,DENW059,'22.09.2021 21:00',17,0.6,70,mäßig
7820,DENW059,'22.09.2021 22:00',17,0.2,67,mäßig
7821,DENW059,'22.09.2021 23:00',17,0.3,52,mäßig
7822,DENW059,'22.09.2021 24:00',17,0,42,mäßig
7823,DENW059,'23.09.2021 01:00',17,-,-,sehr gut
7824,DENW059,'23.09.2021 02:00',17,2,30,gut
7825,DENW059,'23.09.2021 03:00',17,4,24,gut
7826,DENW059,'23.09.2021 04:00',17,6,24,gut
7827,DENW059,'23.09.2021 05:00',18,5,21,gut
7828,DENW059,'23.09.2021 06:00',18,3,23,gut
7829,DENW059,'23.09.2021 07:00',17,0.8,21,gut
7830,DENW059,'23.09.2021 08:00',17,0.5,20,sehr gut
7831,DENW059,'23.09.2021 09:00',17,3,26,gut
7832,DENW059,'23.09.2021 10:00',17,8,32,gut
7833,DENW059,'23.09.2021 11:00',17,27,32,gut
7834,DENW059,'23.09.2021 12:00',16,56,15,sehr gut
7835,DENW059,'23.09.2021 13:00',16,71,15,gut
7836,DENW059,'23.09.2021 14:00',16,77,17,gut
7837,DENW059,'23.09.2021 15:00',16,76,17,gut
7838,DENW059,'23.09.2021 16:00',15,72,20,gut
7839,DENW059,'23.09.2021 17:00',15,78,18,gut
7840,DENW059,'23.09.2021 18:00',15,79,20,gut
7841,DENW059,'23.09.2021 19:00',15,69,20,gut
7842,DENW059,'23.09.2021 20:00',15,53,25,gut
7843,DENW059,'23.09.2021 21:00',15,49,23,gut
7844,DENW059,'23.09.2021 22:00',15,48,21,gut
7845,DENW059,'23.09.2021 23:00',15,58,12,sehr gut
7846,DENW059,'23.09.2021 24:00',15,47,15,sehr gut
7847,DENW059,'24.09.2021 01:00',14,39,16,sehr gut
7848,DENW059,'24.09.2021 02:00',14,-,-,sehr gut
7849,DENW059,'24.09.2021 03:00',14,39,13,sehr gut
7850,DENW059,'24.09.2021 04:00',14,38,13,sehr gut
7851,DENW059,'24.09.2021 05:00',14,37,14,sehr gut
7852,DENW059,'24.09.2021 06:00',15,30,18,sehr gut
7853,DENW059,'24.09.2021 07:00',15,21,27,gut
7854,DENW059,'24.09.2021 08:00',15,19,26,gut
7855,DENW059,'24.09.2021 09:00',15,21,28,gut
7856,DENW059,'24.09.2021 10:00',15,34,19,sehr gut
7857,DENW059,'24.09.2021 11:00',15,41,16,sehr gut
7858,DENW059,'24.09.2021 12:00',15,40,18,sehr gut
7859,DENW059,'24.09.2021 13:00',15,44,20,sehr gut
7860,DENW059,'24.09.2021 14:00',16,46,20,sehr gut
7861,DENW059,'24.09.2021 15:00',16,46,23,gut
7862,DENW059,'24.09.2021 16:00',16,51,20,sehr gut
7863,DENW059,'24.09.2021 17:00',16,46,21,gut
7864,DENW059,'24.09.2021 18:00',16,37,14,sehr gut
7865,DENW059,'24.09.2021 19:00',16,29,27,gut
7866,DENW059,'24.09.2021 20:00',15,25,30,gut
7867,DENW059,'24.09.2021 21:00',15,28,26,gut
7868,DENW059,'24.09.2021 22:00',15,13,34,gut
7869,DENW059,'24.09.2021 23:00',15,8,34,gut
7870,DENW059,'24.09.2021 24:00',15,18,17,sehr gut
7871,DENW059,'25.09.2021 01:00',14,30,8,sehr gut
7872,DENW059,'25.09.2021 02:00',14,20,13,sehr gut
7873,DENW059,'25.09.2021 03:00',14,-,-,sehr gut
7874,DENW059,'25.09.2021 04:00',14,10,9,sehr gut
7875,DENW059,'25.09.2021 05:00',13,7,8,sehr gut
7876,DENW059,'25.09.2021 06:00',13,4,13,sehr gut
7877,DENW059,'25.09.2021 07:00',13,1,19,sehr gut
7878,DENW059,'25.09.2021 08:00',12,2,24,gut
7879,DENW059,'25.09.2021 09:00',12,6,22,gut
7880,DENW059,'25.09.2021 10:00',12,16,19,sehr gut
7881,DENW059,'25.09.2021 11:00',12,40,24,gut
7882,DENW059,'25.09.2021 12:00',11,52,14,sehr gut
7883,DENW059,'25.09.2021 13:00',11,54,10,sehr gut
7884,DENW059,'25.09.2021 14:00',10,60,9,sehr gut
7885,DENW059,'25.09.2021 15:00',10,73,6,gut
7886,DENW059,'25.09.2021 16:00',9,74,7,gut
7887,DENW059,'25.09.2021 17:00',9,76,8,gut
7888,DENW059,'25.09.2021 18:00',9,76,6,gut
7889,DENW059,'25.09.2021 19:00',9,33,37,gut
7890,DENW059,'25.09.2021 20:00',9,5,57,mäßig
7891,DENW059,'25.09.2021 21:00',9,7,58,mäßig
7892,DENW059,'25.09.2021 22:00',10,1,61,mäßig
7893,DENW059,'25.09.2021 23:00',10,9,40,gut
7894,DENW059,'25.09.2021 24:00',10,11,29,gut
7895,DENW059,'26.09.2021 01:00',11,16,27,gut
7896,DENW059,'26.09.2021 02:00',11,22,25,gut
7897,DENW059,'26.09.2021 03:00',11,38,17,sehr gut
7898,DENW059,'26.09.2021 04:00',11,-,-,sehr gut
7899,DENW059,'26.09.2021 05:00',11,48,28,gut
7900,DENW059,'26.09.2021 06:00',12,45,16,sehr gut
7901,DENW059,'26.09.2021 07:00',12,34,17,sehr gut
7902,DENW059,'26.09.2021 08:00',13,34,16,sehr gut
7903,DENW059,'26.09.2021 09:00',13,31,19,sehr gut
7904,DENW059,'26.09.2021 10:00',13,37,17,sehr gut
7905,DENW059,'26.09.2021 11:00',13,51,9,sehr gut
7906,DENW059,'26.09.2021 12:00',13,62,8,gut
7907,DENW059,'26.09.2021 13:00',13,71,5,gut
7908,DENW059,'26.09.2021 14:00',13,67,5,gut
7909,DENW059,'26.09.2021 15:00',13,64,7,gut
7910,DENW059,'26.09.2021 16:00',13,62,7,gut
7911,DENW059,'26.09.2021 17:00',14,62,6,gut
7912,DENW059,'26.09.2021 18:00',14,66,5,gut
7913,DENW059,'26.09.2021 19:00',14,51,16,sehr gut
7914,DENW059,'26.09.2021 20:00',14,36,20,sehr gut
7915,DENW059,'26.09.2021 21:00',14,24,23,gut
7916,DENW059,'26.09.2021 22:00',13,28,19,sehr gut
7917,DENW059,'26.09.2021 23:00',14,19,23,gut
7918,DENW059,'26.09.2021 24:00',14,15,21,gut
7919,DENW059,'27.09.2021 01:00',13,17,20,sehr gut
7920,DENW059,'27.09.2021 02:00',13,18,14,sehr gut
7921,DENW059,'27.09.2021 03:00',13,23,16,sehr gut
7922,DENW059,'27.09.2021 04:00',13,24,14,sehr gut
7923,DENW059,'27.09.2021 05:00',13,-,13,sehr gut
7924,DENW059,'27.09.2021 06:00',13,23,14,sehr gut
7925,DENW059,'27.09.2021 07:00',13,23,17,sehr gut
7926,DENW059,'27.09.2021 08:00',12,18,26,gut
7927,DENW059,'27.09.2021 09:00',12,16,27,gut
7928,DENW059,'27.09.2021 10:00',12,24,22,gut
7929,DENW059,'27.09.2021 11:00',12,38,13,sehr gut
7930,DENW059,'27.09.2021 12:00',12,42,14,sehr gut
7931,DENW059,'27.09.2021 13:00',12,63,11,gut
7932,DENW059,'27.09.2021 14:00',12,67,11,gut
7933,DENW059,'27.09.2021 15:00',12,67,10,gut
7934,DENW059,'27.09.2021 16:00',12,66,6,gut
7935,DENW059,'27.09.2021 17:00',12,54,10,sehr gut
7936,DENW059,'27.09.2021 18:00',12,50,13,sehr gut
7937,DENW059,'27.09.2021 19:00',12,42,16,sehr gut
7938,DENW059,'27.09.2021 20:00',12,49,16,sehr gut
7939,DENW059,'27.09.2021 21:00',12,32,23,gut
7940,DENW059,'27.09.2021 22:00',11,17,17,sehr gut
7941,DENW059,'27.09.2021 23:00',11,13,13,sehr gut
7942,DENW059,'27.09.2021 24:00',10,6,19,sehr gut
7943,DENW059,'28.09.2021 01:00',10,5,15,sehr gut
7944,DENW059,'28.09.2021 02:00',10,7,18,sehr gut
7945,DENW059,'28.09.2021 03:00',9,6,17,sehr gut
7946,DENW059,'28.09.2021 04:00',9,12,11,sehr gut
7947,DENW059,'28.09.2021 05:00',9,10,8,sehr gut
7948,DENW059,'28.09.2021 06:00',9,-,9,sehr gut
7949,DENW059,'28.09.2021 07:00',9,6,19,sehr gut
7950,DENW059,'28.09.2021 08:00',9,-,30,gut
7951,DENW059,'28.09.2021 09:00',9,3,31,gut
7952,DENW059,'28.09.2021 10:00',9,11,31,gut
7953,DENW059,'28.09.2021 11:00',9,18,22,gut
7954,DENW059,'28.09.2021 12:00',9,29,19,sehr gut
7955,DENW059,'28.09.2021 13:00',9,39,14,sehr gut
7956,DENW059,'28.09.2021 14:00',9,45,12,sehr gut
7957,DENW059,'28.09.2021 15:00',9,66,6,gut
7958,DENW059,'28.09.2021 16:00',9,53,10,sehr gut
7959,DENW059,'28.09.2021 17:00',9,59,8,sehr gut
7960,DENW059,'28.09.2021 18:00',9,52,10,sehr gut
7961,DENW059,'28.09.2021 19:00',9,47,14,sehr gut
7962,DENW059,'28.09.2021 20:00',9,25,23,gut
7963,DENW059,'28.09.2021 21:00',9,8,26,gut
7964,DENW059,'28.09.2021 22:00',9,4,23,gut
7965,DENW059,'28.09.2021 23:00',9,5,27,gut
7966,DENW059,'28.09.2021 24:00',9,4,22,gut
7967,DENW059,'29.09.2021 01:00',9,6,19,sehr gut
7968,DENW059,'29.09.2021 02:00',9,6,14,sehr gut
7969,DENW059,'29.09.2021 03:00',9,10,16,sehr gut
7970,DENW059,'29.09.2021 04:00',9,9,19,sehr gut
7971,DENW059,'29.09.2021 05:00',9,6,24,gut
7972,DENW059,'29.09.2021 06:00',10,5,26,gut
7973,DENW059,'29.09.2021 07:00',10,-,24,gut
7974,DENW059,'29.09.2021 08:00',11,8,32,gut
7975,DENW059,'29.09.2021 09:00',11,18,27,gut
7976,DENW059,'29.09.2021 10:00',11,9,31,gut
7977,DENW059,'29.09.2021 11:00',11,19,22,gut
7978,DENW059,'29.09.2021 12:00',11,30,19,sehr gut
7979,DENW059,'29.09.2021 13:00',11,40,23,gut
7980,DENW059,'29.09.2021 14:00',11,38,24,gut
7981,DENW059,'29.09.2021 15:00',11,51,15,sehr gut
7982,DENW059,'29.09.2021 16:00',11,47,20,sehr gut
7983,DENW059,'29.09.2021 17:00',11,45,19,sehr gut
7984,DENW059,'29.09.2021 18:00',11,44,18,sehr gut
7985,DENW059,'29.09.2021 19:00',11,36,24,gut
7986,DENW059,'29.09.2021 20:00',11,20,35,gut
7987,DENW059,'29.09.2021 21:00',11,18,26,gut
7988,DENW059,'29.09.2021 22:00',11,33,17,sehr gut
7989,DENW059,'29.09.2021 23:00',10,37,17,sehr gut
7990,DENW059,'29.09.2021 24:00',10,31,20,sehr gut
7991,DENW059,'30.09.2021 01:00',10,25,12,sehr gut
7992,DENW059,'30.09.2021 02:00',10,21,6,sehr gut
7993,DENW059,'30.09.2021 03:00',10,20,5,sehr gut
7994,DENW059,'30.09.2021 04:00',10,17,5,sehr gut
7995,DENW059,'30.09.2021 05:00',10,18,5,sehr gut
7996,DENW059,'30.09.2021 06:00',10,10,12,sehr gut
7997,DENW059,'30.09.2021 07:00',9,2,21,gut
7998,DENW059,'30.09.2021 08:00',8,-,31,gut
7999,DENW059,'30.09.2021 09:00',8,5,26,gut
8000,DENW059,'30.09.2021 10:00',9,20,18,sehr gut
8001,DENW059,'30.09.2021 11:00',8,29,15,sehr gut
8002,DENW059,'30.09.2021 12:00',8,42,11,sehr gut
8003,DENW059,'30.09.2021 13:00',9,47,11,sehr gut
8004,DENW059,'30.09.2021 14:00',9,56,13,sehr gut
8005,DENW059,'30.09.2021 15:00',9,57,11,sehr gut
8006,DENW059,'30.09.2021 16:00',9,54,11,sehr gut
8007,DENW059,'30.09.2021 17:00',9,53,11,sehr gut
8008,DENW059,'30.09.2021 18:00',8,49,10,sehr gut
8009,DENW059,'30.09.2021 19:00',9,33,17,sehr gut
8010,DENW059,'30.09.2021 20:00',8,39,13,sehr gut
8011,DENW059,'30.09.2021 21:00',8,36,16,sehr gut
8012,DENW059,'30.09.2021 22:00',8,21,32,gut
8013,DENW059,'30.09.2021 23:00',9,22,25,gut
8014,DENW059,'30.09.2021 24:00',9,26,21,gut
8015,DENW059,'01.10.2021 01:00',9,24,21,gut
8016,DENW059,'01.10.2021 02:00',9,27,17,sehr gut
8017,DENW059,'01.10.2021 03:00',9,31,14,sehr gut
8018,DENW059,'01.10.2021 04:00',9,29,15,sehr gut
8019,DENW059,'01.10.2021 05:00',9,28,15,sehr gut
8020,DENW059,'01.10.2021 06:00',9,33,13,sehr gut
8021,DENW059,'01.10.2021 07:00',9,34,17,sehr gut
8022,DENW059,'01.10.2021 08:00',9,27,26,gut
8023,DENW059,'01.10.2021 09:00',9,31,24,gut
8024,DENW059,'01.10.2021 10:00',9,34,22,gut
8025,DENW059,'01.10.2021 11:00',9,41,16,sehr gut
8026,DENW059,'01.10.2021 12:00',9,49,12,sehr gut
8027,DENW059,'01.10.2021 13:00',9,50,10,sehr gut
8028,DENW059,'01.10.2021 14:00',9,49,11,sehr gut
8029,DENW059,'01.10.2021 15:00',9,61,9,gut
8030,DENW059,'01.10.2021 16:00',9,67,8,gut
8031,DENW059,'01.10.2021 17:00',9,64,13,gut
8032,DENW059,'01.10.2021 18:00',9,65,11,gut
8033,DENW059,'01.10.2021 19:00',9,66,10,gut
8034,DENW059,'01.10.2021 20:00',9,39,29,gut
8035,DENW059,'01.10.2021 21:00',9,31,33,gut
8036,DENW059,'01.10.2021 22:00',9,38,20,sehr gut
8037,DENW059,'01.10.2021 23:00',9,37,17,sehr gut
8038,DENW059,'01.10.2021 24:00',9,-,18,sehr gut
8039,DENW059,'02.10.2021 01:00',9,26,17,sehr gut
8040,DENW059,'02.10.2021 02:00',9,34,15,sehr gut
8041,DENW059,'02.10.2021 03:00',9,30,13,sehr gut
8042,DENW059,'02.10.2021 04:00',9,29,13,sehr gut
8043,DENW059,'02.10.2021 05:00',9,25,13,sehr gut
8044,DENW059,'02.10.2021 06:00',9,28,11,sehr gut
8045,DENW059,'02.10.2021 07:00',9,25,11,sehr gut
8046,DENW059,'02.10.2021 08:00',8,16,13,sehr gut
8047,DENW059,'02.10.2021 09:00',8,22,16,sehr gut
8048,DENW059,'02.10.2021 10:00',8,19,17,sehr gut
8049,DENW059,'02.10.2021 11:00',8,26,15,sehr gut
8050,DENW059,'02.10.2021 12:00',8,33,12,sehr gut
8051,DENW059,'02.10.2021 13:00',7,48,5,sehr gut
8052,DENW059,'02.10.2021 14:00',7,48,6,sehr gut
8053,DENW059,'02.10.2021 15:00',7,51,6,sehr gut
8054,DENW059,'02.10.2021 16:00',7,57,6,sehr gut
8055,DENW059,'02.10.2021 17:00',7,59,7,sehr gut
8056,DENW059,'02.10.2021 18:00',7,52,9,sehr gut
8057,DENW059,'02.10.2021 19:00',7,56,10,sehr gut
8058,DENW059,'02.10.2021 20:00',7,52,14,sehr gut
8059,DENW059,'02.10.2021 21:00',7,47,14,sehr gut
8060,DENW059,'02.10.2021 22:00',7,56,9,sehr gut
8061,DENW059,'02.10.2021 23:00',7,63,8,gut
8062,DENW059,'02.10.2021 24:00',7,67,9,gut
8063,DENW059,'03.10.2021 01:00',7,-,7,sehr gut
8064,DENW059,'03.10.2021 02:00',6,61,10,gut
8065,DENW059,'03.10.2021 03:00',6,55,13,sehr gut
8066,DENW059,'03.10.2021 04:00',7,56,9,sehr gut
8067,DENW059,'03.10.2021 05:00',7,64,4,gut
8068,DENW059,'03.10.2021 06:00',7,73,3,gut
8069,DENW059,'03.10.2021 07:00',7,75,5,gut
8070,DENW059,'03.10.2021 08:00',7,73,7,gut
8071,DENW059,'03.10.2021 09:00',8,74,6,gut
8072,DENW059,'03.10.2021 10:00',8,78,4,gut
8073,DENW059,'03.10.2021 11:00',8,79,3,gut
8074,DENW059,'03.10.2021 12:00',8,77,4,gut
8075,DENW059,'03.10.2021 13:00',9,72,8,gut
8076,DENW059,'03.10.2021 14:00',9,73,7,gut
8077,DENW059,'03.10.2021 15:00',9,71,9,gut
8078,DENW059,'03.10.2021 16:00',9,67,11,gut
8079,DENW059,'03.10.2021 17:00',9,66,10,gut
8080,DENW059,'03.10.2021 18:00',9,61,10,gut
8081,DENW059,'03.10.2021 19:00',9,48,14,sehr gut
8082,DENW059,'03.10.2021 20:00',9,31,24,gut
8083,DENW059,'03.10.2021 21:00',8,34,15,sehr gut
8084,DENW059,'03.10.2021 22:00',8,35,7,sehr gut
8085,DENW059,'03.10.2021 23:00',8,28,7,sehr gut
8086,DENW059,'03.10.2021 24:00',8,27,6,sehr gut
8087,DENW059,'04.10.2021 01:00',8,31,6,sehr gut
8088,DENW059,'04.10.2021 02:00',8,-,6,sehr gut
8089,DENW059,'04.10.2021 03:00',8,38,8,sehr gut
8090,DENW059,'04.10.2021 04:00',8,33,8,sehr gut
8091,DENW059,'04.10.2021 05:00',8,29,8,sehr gut
8092,DENW059,'04.10.2021 06:00',8,30,11,sehr gut
8093,DENW059,'04.10.2021 07:00',7,33,14,sehr gut
8094,DENW059,'04.10.2021 08:00',7,21,24,gut
8095,DENW059,'04.10.2021 09:00',7,17,28,gut
8096,DENW059,'04.10.2021 10:00',7,20,25,gut
8097,DENW059,'04.10.2021 11:00',6,37,11,sehr gut
8098,DENW059,'04.10.2021 12:00',6,46,6,sehr gut
8099,DENW059,'04.10.2021 13:00',6,49,9,sehr gut
8100,DENW059,'04.10.2021 14:00',6,56,7,sehr gut
8101,DENW059,'04.10.2021 15:00',6,62,6,gut
8102,DENW059,'04.10.2021 16:00',6,62,8,gut
8103,DENW059,'04.10.2021 17:00',6,60,11,sehr gut
8104,DENW059,'04.10.2021 18:00',6,58,12,sehr gut
8105,DENW059,'04.10.2021 19:00',6,23,42,mäßig
8106,DENW059,'04.10.2021 20:00',6,17,42,mäßig
8107,DENW059,'04.10.2021 21:00',6,27,27,gut
8108,DENW059,'04.10.2021 22:00',6,19,36,gut
8109,DENW059,'04.10.2021 23:00',6,16,37,gut
8110,DENW059,'04.10.2021 24:00',7,22,29,gut
8111,DENW059,'05.10.2021 01:00',6,28,22,gut
8112,DENW059,'05.10.2021 02:00',6,30,19,sehr gut
8113,DENW059,'05.10.2021 03:00',6,-,14,sehr gut
8114,DENW059,'05.10.2021 04:00',7,31,14,sehr gut
8115,DENW059,'05.10.2021 05:00',7,31,13,sehr gut
8116,DENW059,'05.10.2021 06:00',6,28,14,sehr gut
8117,DENW059,'05.10.2021 07:00',6,25,17,sehr gut
8118,DENW059,'05.10.2021 08:00',7,14,27,gut
8119,DENW059,'05.10.2021 09:00',7,13,27,gut
8120,DENW059,'05.10.2021 10:00',7,22,21,gut
8121,DENW059,'05.10.2021 11:00',7,36,13,sehr gut
8122,DENW059,'05.10.2021 12:00',7,46,12,sehr gut
8123,DENW059,'05.10.2021 13:00',7,52,9,sehr gut
8124,DENW059,'05.10.2021 14:00',7,59,7,sehr gut
8125,DENW059,'05.10.2021 15:00',7,64,6,gut
8126,DENW059,'05.10.2021 16:00',7,65,6,gut
8127,DENW059,'05.10.2021 17:00',7,59,7,sehr gut
8128,DENW059,'05.10.2021 18:00',7,51,9,sehr gut
8129,DENW059,'05.10.2021 19:00',7,47,14,sehr gut
8130,DENW059,'05.10.2021 20:00',7,32,11,sehr gut
8131,DENW059,'05.10.2021 21:00',7,24,12,sehr gut
8132,DENW059,'05.10.2021 22:00',7,28,13,sehr gut
8133,DENW059,'05.10.2021 23:00',6,24,15,sehr gut
8134,DENW059,'05.10.2021 24:00',6,25,14,sehr gut
8135,DENW059,'06.10.2021 01:00',6,27,8,sehr gut
8136,DENW059,'06.10.2021 02:00',6,25,4,sehr gut
8137,DENW059,'06.10.2021 03:00',6,33,2,sehr gut
8138,DENW059,'06.10.2021 04:00',6,-,3,sehr gut
8139,DENW059,'06.10.2021 05:00',6,26,5,sehr gut
8140,DENW059,'06.10.2021 06:00',6,27,12,sehr gut
8141,DENW059,'06.10.2021 07:00',6,33,13,sehr gut
8142,DENW059,'06.10.2021 08:00',6,33,13,sehr gut
8143,DENW059,'06.10.2021 09:00',6,34,16,sehr gut
8144,DENW059,'06.10.2021 10:00',6,35,11,sehr gut
8145,DENW059,'06.10.2021 11:00',6,38,12,sehr gut
8146,DENW059,'06.10.2021 12:00',6,46,10,sehr gut
8147,DENW059,'06.10.2021 13:00',6,41,10,sehr gut
8148,DENW059,'06.10.2021 14:00',6,38,11,sehr gut
8149,DENW059,'06.10.2021 15:00',6,34,19,sehr gut
8150,DENW059,'06.10.2021 16:00',6,36,15,sehr gut
8151,DENW059,'06.10.2021 17:00',6,30,26,gut
8152,DENW059,'06.10.2021 18:00',6,31,25,gut
8153,DENW059,'06.10.2021 19:00',6,34,16,sehr gut
8154,DENW059,'06.10.2021 20:00',6,23,25,gut
8155,DENW059,'06.10.2021 21:00',6,22,27,gut
8156,DENW059,'06.10.2021 22:00',6,27,20,sehr gut
8157,DENW059,'06.10.2021 23:00',6,25,19,sehr gut
